Store Name,Store Number,Store Complex,Address,City,State,Zip,Phone Number,chain,zip,NAME,median_income,total_population,median_age,pop_25plus,bachelors,masters,doctorate,college_plus,college_plus_pct
Traderjoes,407,Shopping List,14856 Preston Rd,Dallas,TX,75254.0,972-239-3901,Trader Joes,75254,ZCTA5 75254,70901.0,24316.0,30.8,16526.0,5363.0,2102.0,263.0,7728.0,46.8
Traderjoes,404,Shopping List,2701 S Hulen St,Fort Worth,TX,76109.0,817-922-9107,Trader Joes,76109,ZCTA5 76109,99102.0,25658.0,31.9,15646.0,6555.0,2954.0,831.0,10340.0,66.1
Traderjoes,426,Shopping List,2922 S Shepherd Drive,Houston,TX,77098.0,713-526-4034,Trader Joes,77098,ZCTA5 77098,108799.0,15553.0,35.9,11748.0,4021.0,2805.0,1095.0,7921.0,67.4
Traderjoes,427,Shopping List,1440 South Voss Road,Houston,TX,77057.0,713-266-2377,Trader Joes,77057,ZCTA5 77057,68955.0,45023.0,33.9,32206.0,10177.0,4646.0,510.0,15333.0,47.6
Traderjoes,431,Shopping List,11683 Westheimer Rd,Houston,TX,77077.0,281-496-2488,Trader Joes,77077,ZCTA5 77077,69782.0,62933.0,35.4,44828.0,15201.0,8468.0,837.0,24506.0,54.7
Traderjoes,429,Shopping List,2717 Commercial Center Blvd,Katy,TX,77494.0,281-392-4200,Trader Joes,77494,ZCTA5 77494,144444.0,130920.0,37.7,80997.0,30880.0,17318.0,3632.0,51830.0,64.0
Traderjoes,433,Shopping List,600 Kingwood Dr,Kingwood,TX,77339.0,281-453-6996,Trader Joes,77339,ZCTA5 77339,81274.0,43810.0,39.3,29357.0,7376.0,3477.0,306.0,11159.0,38.0
Traderjoes,408,Shopping List,"2851 Craig Dr, Ste 100",McKinney,TX,75070.0,214-491-1893,Trader Joes,75070,ZCTA5 75070,101188.0,57516.0,36.0,36747.0,14032.0,5887.0,745.0,20664.0,56.2
Traderjoes,410,Shopping List,8101 Eldorado Pkwy,McKinney,TX,75070.0,,Trader Joes,75070,ZCTA5 75070,101188.0,57516.0,36.0,36747.0,14032.0,5887.0,745.0,20664.0,56.2
Traderjoes,402,Shopping List,"2400 Preston Rd, Ste 200",Plano,TX,75093.0,972-312-9538,Trader Joes,75093,ZCTA5 75093,121360.0,47069.0,42.8,34647.0,13981.0,7339.0,838.0,22158.0,64.0
Traderjoes,451,Shopping List,350 East Basse Road,San Antonio,TX,78209.0,210-826-1110,Trader Joes,78209,ZCTA5 78209,79914.0,43184.0,36.9,29412.0,9113.0,4635.0,1138.0,14886.0,50.6
Traderjoes,455,Shopping List,403 N Loop 1604 W,San Antonio,TX,78232.0,210-939-5789,Trader Joes,78232,ZCTA5 78232,85029.0,36169.0,38.5,25179.0,7688.0,3225.0,475.0,11388.0,45.2
Traderjoes,457,Shopping List,11745 I-10 W,San Antonio,TX,78230.0,210-607-6510,Trader Joes,78230,ZCTA5 78230,69171.0,42387.0,38.2,30130.0,8768.0,3799.0,648.0,13215.0,43.9
Traderjoes,406,Shopping List,1492 E Southlake Blvd,Southlake,TX,76092.0,817-251-0360,Trader Joes,76092,ZCTA5 76092,250001.0,31212.0,42.2,19613.0,8061.0,4385.0,707.0,13153.0,67.1
Traderjoes,430,Shopping List,13550 University Blvd,Sugar Land,TX,77479.0,281-805-3021,Trader Joes,77479,ZCTA5 77479,154658.0,91618.0,40.9,61084.0,21135.0,13782.0,2795.0,37712.0,61.7
Traderjoes,428,Shopping List,10868 Kuykendahl Road,The Woodlands,TX,77381.0,281-465-0254,Trader Joes,77381,ZCTA5 77381,143198.0,36414.0,43.7,24990.0,9161.0,4516.0,1006.0,14683.0,58.8
Traderjoes,351,Shopping List,6989 S 1300 E,Cottonwood Heights,UT,84047.0,801-562-3024,Trader Joes,84047,ZCTA5 84047,70903.0,36742.0,33.1,24967.0,5381.0,2044.0,185.0,7610.0,30.5
Traderjoes,353,Shopping List,11477 S. State St.,Draper,UT,84020.0,801-571-0987,Trader Joes,84020,ZCTA5 84020,126041.0,50635.0,33.6,31228.0,9736.0,3810.0,749.0,14295.0,45.8
Traderjoes,356,Shopping List,4850 W 13400 South,Herriman,UT,84096.0,,Trader Joes,84096,ZCTA5 84096,114018.0,69619.0,28.9,39314.0,11134.0,3582.0,279.0,14995.0,38.1
Traderjoes,357,Shopping List,1895 East Rodeo Walk Dr,Holladay,UT,84117.0,385-324-2911,Trader Joes,84117,ZCTA5 84117,82866.0,24748.0,41.5,18222.0,5844.0,2118.0,428.0,8390.0,46.0
Traderjoes,352,Shopping List,440 East Park Avenue,Orem,UT,84097.0,801-224-1453,Trader Joes,84097,ZCTA5 84097,92542.0,21774.0,29.6,12578.0,3877.0,1420.0,474.0,5771.0,45.9
Traderjoes,355,Shopping List,"4060 Riverdale Rd, Suite B",Riverdale,UT,84405.0,385-298-4276,Trader Joes,84405,ZCTA5 84405,84752.0,34652.0,33.1,21832.0,4489.0,1600.0,194.0,6283.0,28.8
Traderjoes,350,Shopping List,634 East 400 South,Salt Lake City,UT,84102.0,801-359-2462,Trader Joes,84102,ZCTA5 84102,50036.0,19165.0,28.8,12007.0,3811.0,1901.0,407.0,6119.0,51.0
Traderjoes,354,Shopping List,2160 S 700 E,Salt Lake City,UT,84106.0,801-720-8834,Trader Joes,84106,ZCTA5 84106,90381.0,34704.0,35.2,25049.0,8082.0,3662.0,910.0,12654.0,50.5
Traderjoes,647,Shopping List,612 N Saint Asaph St,Alexandria,VA,22314.0,703-548-0611,Trader Joes,22314,ZCTA5 22314,143031.0,35577.0,39.8,29504.0,9780.0,9075.0,1720.0,20575.0,69.7
Traderjoes,640,Shopping List,1109 N Highland St,Arlington,VA,22201.0,703-351-8015,Trader Joes,22201,ZCTA5 22201,140453.0,38010.0,31.3,28776.0,11492.0,9009.0,1247.0,21748.0,75.6
Traderjoes,619,Shopping List,44755 Brimfield Dr,Ashburn,VA,20147.0,703-858-5993,Trader Joes,20147,ZCTA5 20147,154714.0,66917.0,38.4,44996.0,16462.0,10335.0,1519.0,28316.0,62.9
Traderjoes,644,Shopping List,5847 Leesburg Pike,Bailey&#x27;s Crossroads,VA,22041.0,703-379-5883,Trader Joes,22041,ZCTA5 22041,86731.0,29132.0,35.7,20061.0,4714.0,3307.0,524.0,8545.0,42.6
Traderjoes,654,Shopping List,14100 Lee Hwy,Centreville,VA,20120.0,703-815-0697,Trader Joes,20120,ZCTA5 20120,147266.0,43315.0,37.6,28622.0,9011.0,6584.0,610.0,16205.0,56.6
Traderjoes,661,Shopping List,2025 Bond St.,Charlottesville,VA,22901.0,434-974-1466,Trader Joes,22901,ZCTA5 22901,88911.0,35610.0,43.4,26248.0,7679.0,4941.0,1705.0,14325.0,54.6
Traderjoes,643,Shopping List,9464 Main St,Fairfax,VA,22031.0,703-764-8550,Trader Joes,22031,ZCTA5 22031,126049.0,35872.0,35.5,25520.0,8920.0,6633.0,971.0,16524.0,64.7
Traderjoes,641,Shopping List,7514 Leesburg Turnpike,Falls Church,VA,22043.0,703-288-0566,Trader Joes,22043,ZCTA5 22043,136648.0,25843.0,37.8,17640.0,5065.0,4964.0,871.0,10900.0,61.8
Traderjoes,659,Shopping List,11331 W Broad St,Glen Allen,VA,23060.0,804-360-4098,Trader Joes,23060,ZCTA5 23060,105249.0,36699.0,40.6,25165.0,8297.0,3952.0,510.0,12759.0,50.7
Traderjoes,817,Shopping List,504 Fort Evans Rd NE,Leesburg,VA,20176.0,571-582-2209,Trader Joes,20176,ZCTA5 20176,156077.0,50640.0,37.9,33091.0,11831.0,5859.0,627.0,18317.0,55.4
Traderjoes,656,Shopping List,12551 Jefferson Ave,Newport News,VA,23602.0,757-890-0235,Trader Joes,23602,ZCTA5 23602,70717.0,43127.0,34.8,29398.0,6469.0,2998.0,372.0,9839.0,33.5
Traderjoes,646,Shopping List,11958 Killingsworth Ave,Reston,VA,20194.0,703-689-0865,Trader Joes,20194,ZCTA5 20194,161639.0,12576.0,42.3,9363.0,3820.0,2981.0,275.0,7076.0,75.6
Traderjoes,786,Shopping List,3000 Stony Point Rd,Richmond,VA,23235.0,804-323-4292,Trader Joes,23235,ZCTA5 23235,88767.0,32673.0,44.5,24404.0,7171.0,3823.0,639.0,11633.0,47.7
Traderjoes,651,Shopping List,6394 Springfield Plaza,Springfield,VA,22150.0,703-569-9301,Trader Joes,22150,ZCTA5 22150,112331.0,27734.0,41.0,19395.0,4887.0,2828.0,433.0,8148.0,42.0
Traderjoes,660,Shopping List,503 Hilltop Plaza,Virginia Beach,VA,23454.0,757-422-4840,Trader Joes,23454,ZCTA5 23454,95547.0,58022.0,38.5,41185.0,11203.0,4670.0,879.0,16752.0,40.7
Traderjoes,823,Shopping List,220 Constitution Drive,Virginia Beach,VA,23462.0,757-863-7406,Trader Joes,23462,ZCTA5 23462,69375.0,68499.0,33.9,45100.0,9800.0,3681.0,507.0,13988.0,31.0
Traderjoes,809,Shopping List,8402 Old Keene Mill Rd,West Springfield,VA,22152.0,703-202-8770,Trader Joes,22152,ZCTA5 22152,155563.0,30155.0,38.6,20029.0,6173.0,4617.0,578.0,11368.0,56.8
Traderjoes,657,Shopping List,5000 Settlers Market Blvd,Williamsburg,VA,23188.0,757-259-2135,Trader Joes,23188,ZCTA5 23188,96821.0,44465.0,48.7,32785.0,9103.0,5273.0,928.0,15304.0,46.7
Traderjoes,527,Shopping List,200 Dorset St,South Burlington,VT,5403.0,802-658-4500,Trader Joes,,,,,,,,,,,
Traderjoes,131,Shopping List,15563 NE 24th St,Bellevue,WA,98007.0,425-641-5069,Trader Joes,98007,ZCTA5 98007,118634.0,27571.0,33.1,20525.0,6556.0,6026.0,467.0,13049.0,63.6
Traderjoes,162,Shopping List,416 116th Ave NE,Bellevue,WA,98004.0,425-454-9799,Trader Joes,98004,ZCTA5 98004,157784.0,39161.0,37.8,30161.0,10659.0,8541.0,1238.0,20438.0,67.8
Traderjoes,151,Shopping List,2410 James St,Bellingham,WA,98225.0,360-734-5166,Trader Joes,98225,ZCTA5 98225,61679.0,49667.0,31.4,29782.0,7831.0,4142.0,1177.0,13150.0,44.2
Traderjoes,274,Shopping List,"4255 Meridian St, Suite 200",Bellingham,WA,98226.0,360-217-2007,Trader Joes,98226,ZCTA5 98226,71943.0,45703.0,40.1,32623.0,7824.0,2985.0,787.0,11596.0,35.5
Traderjoes,133,Shopping List,15868 1st Ave S,Burien,WA,98148.0,206-901-9339,Trader Joes,98148,ZCTA5 98148,81431.0,10652.0,36.1,7320.0,1260.0,514.0,25.0,1799.0,24.6
Traderjoes,139,Shopping List,1302 SE Everett Mall Way,Everett,WA,98208.0,425-464-5485,Trader Joes,98208,ZCTA5 98208,98805.0,60723.0,36.7,41637.0,10103.0,2946.0,328.0,13377.0,32.1
Traderjoes,134,Shopping List,1758 S 320th St,Federal Way,WA,98003.0,253-941-6138,Trader Joes,98003,ZCTA5 98003,67547.0,51329.0,36.4,34799.0,6821.0,2224.0,241.0,9286.0,26.7
Traderjoes,138,Shopping List,975 NW Gilman Blvd,Issaquah,WA,98027.0,425-557-6420,Trader Joes,98027,ZCTA5 98027,140556.0,27915.0,40.4,20847.0,8524.0,3963.0,358.0,12845.0,61.6
Traderjoes,163,Shopping List,12966 SE Kent-Kangley Rd,Kent,WA,98030.0,253-639-3419,Trader Joes,98030,ZCTA5 98030,85188.0,38798.0,34.7,25087.0,4891.0,1341.0,70.0,6302.0,25.1
Traderjoes,132,Shopping List,"12520 Totem Lake Blvd NE, Suite 116",Kirkland,WA,98034.0,425-814-9181,Trader Joes,98034,ZCTA5 98034,119806.0,52636.0,37.5,38399.0,13733.0,5766.0,855.0,20354.0,53.0
Traderjoes,292,Shopping List,691 Sleater Kinney Rd SE,Lacey,WA,98503.0,360-858-5284,Trader Joes,98503,ZCTA5 98503,78508.0,42263.0,38.9,30282.0,5925.0,2594.0,364.0,8883.0,29.3
Traderjoes,129,Shopping List,"19715 Highway 99, Suite 101",Lynnwood,WA,98036.0,425-670-0623,Trader Joes,98036,ZCTA5 98036,90770.0,42164.0,39.1,29986.0,7558.0,2793.0,409.0,10760.0,35.9
Traderjoes,156,Shopping List,1530 Black Lake Blvd SW,Olympia,WA,98502.0,360-352-7440,Trader Joes,98502,ZCTA5 98502,85540.0,35551.0,38.1,25081.0,7666.0,3435.0,553.0,11654.0,46.5
Traderjoes,140,Shopping List,15932 Redmond Way,Redmond,WA,98052.0,425-883-1624,Trader Joes,98052,ZCTA5 98052,158457.0,77324.0,35.0,54709.0,20391.0,16536.0,2064.0,38991.0,71.3
Traderjoes,160,Shopping List,490 228th Ave NE,Sammamish,WA,98074.0,425-836-0837,Trader Joes,98074,ZCTA5 98074,229104.0,31026.0,38.5,19637.0,8440.0,5651.0,765.0,14856.0,75.7
Traderjoes,130,Shopping List,1700 Madison St,Seattle,WA,98122.0,206-322-7268,Trader Joes,98122,ZCTA5 98122,94548.0,41268.0,31.3,30128.0,12255.0,5998.0,1199.0,19452.0,64.6
Traderjoes,135,Shopping List,1916 Queen Anne Ave N,Seattle,WA,98109.0,206-284-2546,Trader Joes,98109,ZCTA5 98109,124408.0,32251.0,32.1,26903.0,11048.0,7266.0,976.0,19290.0,71.7
Traderjoes,137,Shopping List,4555 Roosevelt Way NE,Seattle,WA,98105.0,206-547-6299,Trader Joes,98105,ZCTA5 98105,75214.0,50302.0,24.3,24086.0,9178.0,4973.0,2001.0,16152.0,67.1
Traderjoes,147,Shopping List,4609 14th Ave NW,Seattle,WA,98107.0,206-783-0498,Trader Joes,98107,ZCTA5 98107,131559.0,28170.0,34.0,22703.0,9177.0,5720.0,974.0,15871.0,69.9
Traderjoes,157,Shopping List,4545 Fauntleroy Way SW,Seattle,WA,98116.0,206-913-0013,Trader Joes,98116,ZCTA5 98116,129924.0,27871.0,39.6,22021.0,8428.0,4456.0,774.0,13658.0,62.0
Traderjoes,273,Shopping List,8726 Greenwood Ave,Seattle,WA,98103.0,206-414-6379,Trader Joes,98103,ZCTA5 98103,122656.0,51878.0,33.5,40648.0,18017.0,8643.0,2325.0,28985.0,71.3
Traderjoes,297,Shopping List,401 NE Northgate Way,Seattle,WA,98125.0,,Trader Joes,98125,ZCTA5 98125,89983.0,43993.0,37.6,33467.0,11025.0,5858.0,1596.0,18479.0,55.2
Traderjoes,270,Shopping List,1201 N 175th St,Shoreline,WA,98133.0,206-542-5336,Trader Joes,98133,ZCTA5 98133,85059.0,50921.0,40.2,39669.0,12168.0,4968.0,958.0,18094.0,45.6
Traderjoes,158,Shopping List,9991 Mickelberry Rd,Silverdale,WA,98383.0,360-307-7224,Trader Joes,98383,ZCTA5 98383,105580.0,22764.0,38.2,15519.0,3441.0,1578.0,108.0,5127.0,33.0
Traderjoes,296,Shopping List,13414 E Sprague Ave,Spokane Valley,WA,99216.0,,Trader Joes,99216,ZCTA5 99216,62244.0,27302.0,35.9,19281.0,2960.0,1121.0,89.0,4170.0,21.6
Traderjoes,159,Shopping List,2975 East 29th Ave,Spokane,WA,99223.0,509-534-1077,Trader Joes,99223,ZCTA5 99223,87133.0,34868.0,41.5,24934.0,7757.0,3441.0,550.0,11748.0,47.1
Traderjoes,164,Shopping List,5520 N Division St,Spokane,WA,99208.0,509-487-4188,Trader Joes,99208,ZCTA5 99208,77241.0,58172.0,40.4,40040.0,8799.0,3693.0,559.0,13051.0,32.6
Traderjoes,148,Shopping List,3800 Bridgeport Way W,University Place,WA,98466.0,253-460-2672,Trader Joes,98466,ZCTA5 98466,89047.0,30405.0,38.3,20652.0,5186.0,2252.0,229.0,7667.0,37.1
Traderjoes,136,Shopping List,305 SE Chkalov Dr,Vancouver,WA,98683.0,360-883-9000,Trader Joes,98683,ZCTA5 98683,80946.0,31504.0,42.7,23309.0,5646.0,2709.0,502.0,8857.0,38.0
Traderjoes,271,Shopping List,14007 NE 10th Ave,Vancouver,WA,98685.0,360-512-2792,Trader Joes,98685,ZCTA5 98685,121063.0,30534.0,44.9,21759.0,5612.0,3052.0,379.0,9043.0,41.6
Traderjoes,272,Shopping List,16701 Mill Plain Blvd,Vancouver,WA,98683.0,360-322-3554,Trader Joes,98683,ZCTA5 98683,80946.0,31504.0,42.7,23309.0,5646.0,2709.0,502.0,8857.0,38.0
Traderjoes,293,Shopping List,14035 NE Woodinville Duvall Rd,Woodinville,WA,98072.0,,Trader Joes,98072,ZCTA5 98072,157963.0,25034.0,43.0,18331.0,6831.0,3484.0,536.0,10851.0,59.2
Traderjoes,726,Shopping List,12665 W. Bluemound Rd,Brookfield,WI,53005.0,262-784-4806,Trader Joes,53005,ZCTA5 53005,120988.0,21624.0,42.7,15370.0,5726.0,2736.0,343.0,8805.0,57.3
Traderjoes,712,Shopping List,1810 Monroe St,Madison,WI,53711.0,608-257-1916,Trader Joes,53711,ZCTA5 53711,98161.0,49749.0,37.5,34405.0,12119.0,6175.0,2556.0,20850.0,60.6
Traderjoes,711,Shopping List,5600 N Port Washington Rd,Milwaukee,WI,53217.0,414-962-3382,Trader Joes,53217,ZCTA5 53217,124338.0,30132.0,40.6,20394.0,7837.0,4624.0,945.0,13406.0,65.7
Whole Foods Market,birmingham,,3100 Cahaba Village Plaza,Birmingham,AL,35243.0,+1 205-912-8400,Whole Foods,35243,ZCTA5 35243,102163.0,18575.0,39.7,13631.0,5394.0,2370.0,549.0,8313.0,61.0
Whole Foods Market,huntsville,,2501 Memorial Parkway Southwest,Huntsville,AL,35801.0,+1 256-801-3741,Whole Foods,35801,ZCTA5 35801,97643.0,24002.0,40.7,18236.0,5780.0,2527.0,551.0,8858.0,48.6
Whole Foods Market,,,Halcyon Forest Trail,Montgomery,AL,36117.0,,Whole Foods,36117,ZCTA5 36117,73919.0,53559.0,36.1,35675.0,9298.0,5161.0,731.0,15190.0,42.6
Whole Foods Market,fayetteville,,3425 North College Avenue,Fayetteville,AR,72703.0,+1 479-695-5561,Whole Foods,72703,ZCTA5 72703,57175.0,35324.0,33.4,23412.0,6398.0,3593.0,982.0,10973.0,46.9
Whole Foods Market,bowman,,501 Bowman Road,Little Rock,AR,72211.0,+1 501-312-2326,Whole Foods,72211,ZCTA5 72211,76503.0,23832.0,35.2,16639.0,5125.0,2286.0,845.0,8256.0,49.6
Whole Foods Market,,,1801 South 46th Street,Rogers,AR,72758.0,,Whole Foods,72758,ZCTA5 72758,89111.0,46731.0,33.1,29446.0,7841.0,3117.0,364.0,11322.0,38.5
Whole Foods Market,chandler,,2955 West Ray Road,Chandler,AZ,85224.0,+1 480-821-9447,Whole Foods,85224,ZCTA5 85224,88121.0,49159.0,36.7,36032.0,9056.0,3874.0,583.0,13513.0,37.5
Whole Foods Market,flagstaff,,320 South Cambridge Lane,Flagstaff,AZ,86001.0,+1 928-774-5747,Whole Foods,86001,ZCTA5 86001,60774.0,37084.0,23.8,17658.0,5423.0,2685.0,909.0,9017.0,51.1
Whole Foods Market,camelback,,4701 North 20th Street,Phoenix,AZ,85016.0,+1 602-761-4750,Whole Foods,85016,ZCTA5 85016,80315.0,37025.0,36.8,28268.0,7910.0,3634.0,536.0,12080.0,42.7
Whole Foods Market,,,12500 North Tatum Boulevard,Phoenix,AZ,85032.0,+1-602-569-7600,Whole Foods,85032,ZCTA5 85032,69942.0,68805.0,38.3,49841.0,10205.0,4693.0,356.0,15254.0,30.6
Whole Foods Market,scottsdale,,7111 East Mayo Boulevard,Phoenix,AZ,85054.0,+1 480-515-3777,Whole Foods,85054,ZCTA5 85054,85656.0,8394.0,37.8,6230.0,2260.0,945.0,175.0,3380.0,54.3
Whole Foods Market,,,7628 E Indian School Road,Scottsdale,AZ,85251.0,,Whole Foods,85251,ZCTA5 85251,86201.0,40709.0,37.9,31635.0,12860.0,3676.0,740.0,17276.0,54.6
Whole Foods Market,sedona,,1420 State Route 89A,Sedona,AZ,86336.0,+1 928-282-6311,Whole Foods,86336,ZCTA5 86336,61776.0,10914.0,59.3,9478.0,2609.0,1352.0,374.0,4335.0,45.7
Whole Foods Market,tempe,,750 South Ash Avenue,Tempe,AZ,85281.0,+1 480-456-1400,Whole Foods,85281,ZCTA5 85281,55572.0,68623.0,25.3,35100.0,10062.0,5157.0,902.0,16121.0,45.9
Whole Foods Market,riverroad,,5555 East River Road,Tucson,AZ,85750.0,+1 520-461-1300,Whole Foods,85750,ZCTA5 85750,97140.0,24174.0,55.1,18734.0,6037.0,4180.0,1000.0,11217.0,59.9
Whole Foods Market,speedway,,3360 East Speedway Boulevard,Tucson,AZ,85716.0,+1 520-795-9844,Whole Foods,85716,ZCTA5 85716,47568.0,31590.0,36.5,23096.0,5549.0,2923.0,836.0,9308.0,40.3
Whole Foods Market,oracle,,7133 North Oracle Road,Tucson,AZ,85704.0,+1 520-352-0111,Whole Foods,85704,ZCTA5 85704,73268.0,34590.0,45.3,25587.0,6799.0,3572.0,1111.0,11482.0,44.9
Whole Foods Market,berkeley,,3000 Telegraph Avenue,Berkeley,CA,94705.0,+1 510-649-1333,Whole Foods,94705,ZCTA5 94705,157221.0,14508.0,43.9,11236.0,3832.0,2636.0,1313.0,7781.0,69.3
Whole Foods Market,1627736,,1025 Gilman Street,Berkeley,CA,94710.0,+1 510-809-8293,Whole Foods,94710,ZCTA5 94710,116313.0,8471.0,38.7,6402.0,1891.0,1439.0,480.0,3810.0,59.5
Whole Foods Market,beverlyhills,,239 North Crescent Drive,Beverly Hills,CA,90210.0,+1 310-274-3360,Whole Foods,90210,ZCTA5 90210,172285.0,19180.0,50.9,14542.0,4508.0,2261.0,844.0,7613.0,52.4
Whole Foods Market,brea,,3301 East Imperial Highway,Brea,CA,92823.0,+1 714-528-7400,Whole Foods,92823,ZCTA5 92823,172857.0,5495.0,39.1,3722.0,1459.0,421.0,139.0,2019.0,54.2
Whole Foods Market,burbank,,3401 West Olive Avenue,Burbank,CA,91505.0,+1 818-239-5380,Whole Foods,91505,ZCTA5 91505,104361.0,32156.0,39.4,23387.0,7242.0,2979.0,217.0,10438.0,44.6
Whole Foods Market,campbell,,1690 South Bascom Avenue,Campbell,CA,95008.0,+1 408-371-5000,Whole Foods,95008,ZCTA5 95008,139688.0,48746.0,39.5,35192.0,12195.0,6428.0,1374.0,19997.0,56.8
Whole Foods Market,capitola,,1710 41st Avenue,Capitola,CA,95010.0,+1 831-464-2900,Whole Foods,95010,ZCTA5 95010,91771.0,9243.0,49.7,7300.0,2263.0,932.0,94.0,3289.0,45.1
Whole Foods Market,concord,,2085 Diamond Boulevard,Concord,CA,94520.0,+1 925-695-3180,Whole Foods,94520,ZCTA5 94520,77927.0,36699.0,34.7,25495.0,5626.0,1675.0,262.0,7563.0,29.7
Whole Foods Market,delmar,,2600 Via De La Valle,Del Mar,CA,92014.0,+1 858-436-9800,Whole Foods,92014,ZCTA5 92014,203520.0,12532.0,52.9,10155.0,3844.0,2073.0,1048.0,6965.0,68.6
Whole Foods Market,dublin-ca,,5200 Dublin Boulevard,Dublin,CA,94568.0,+1 925-452-2226,Whole Foods,94568,ZCTA5 94568,191039.0,71068.0,37.1,48651.0,18463.0,11859.0,1781.0,32103.0,66.0
Whole Foods Market,elsegundo,,760 South Sepulveda Boulevard,El Segundo,CA,90245.0,+1 310-333-1900,Whole Foods,90245,ZCTA5 90245,142596.0,17081.0,36.4,12642.0,4712.0,2252.0,197.0,7161.0,56.6
Whole Foods Market,folsom,,270 Palladio Parkway,Folsom,CA,95630.0,+1 916-984-8500,Whole Foods,95630,ZCTA5 95630,134844.0,76599.0,40.0,52112.0,17617.0,9577.0,1203.0,28397.0,54.5
Whole Foods Market,fremont-ca,,3111 Mowry Avenue,Fremont,CA,94538.0,+1 510-401-5880,Whole Foods,94538,ZCTA5 94538,143146.0,66215.0,36.3,47927.0,14108.0,9950.0,964.0,25022.0,52.2
Whole Foods Market,fresno,,650 West Shaw Avenue,Fresno,CA,93740.0,+1 559-241-0300,Whole Foods,93740,ZCTA5 93740,,1174.0,19.9,43.0,17.0,0.0,0.0,17.0,39.5
Whole Foods Market,glendale,,331 North Glendale Avenue,Glendale,CA,91206.0,+1 818-548-3695,Whole Foods,91206,ZCTA5 91206,85651.0,32294.0,43.2,24790.0,7444.0,2665.0,374.0,10483.0,42.3
Whole Foods Market,huntingtonbeach,,7881 Edinger Avenue,Huntington Beach,CA,92647.0,+1 657-200-4200,Whole Foods,92647,ZCTA5 92647,106555.0,60114.0,37.1,42993.0,10877.0,4021.0,649.0,15547.0,36.2
Whole Foods Market,brookhurst,,10071 Adams Avenue,Huntington Beach,CA,92646.0,+1 714-594-6850,Whole Foods,92646,ZCTA5 92646,123899.0,56033.0,46.7,41842.0,13050.0,5482.0,749.0,19281.0,46.1
Whole Foods Market,irvine,,8525 Research Drive,Irvine,CA,92618.0,+1 949-777-8500,Whole Foods,92618,ZCTA5 92618,132843.0,59386.0,33.9,40374.0,16184.0,8684.0,1786.0,26654.0,66.0
Whole Foods Market,lajolla,,8825 Villa La Jolla Drive,La Jolla,CA,92037.0,+1 858-642-6700,Whole Foods,92037,ZCTA5 92037,136601.0,37665.0,46.3,27760.0,9370.0,6017.0,2519.0,17906.0,64.5
Whole Foods Market,lafayette,,3502 Mount Diablo Boulevard,Lafayette,CA,94549.0,+1 925-284-5305,Whole Foods,94549,ZCTA5 94549,221148.0,28456.0,45.9,20016.0,7698.0,4209.0,1038.0,12945.0,64.7
Whole Foods Market,lagunabeach,,283 Broadway Street,Laguna Beach,CA,92651.0,+1 949-376-7888,Whole Foods,92651,ZCTA5 92651,148381.0,23981.0,54.4,19251.0,7163.0,3009.0,924.0,11096.0,57.6
Whole Foods Market,lagunaniguel,,23932 Aliso Creek Road,Laguna Niguel,CA,92677.0,+1 949-900-5830,Whole Foods,92677,ZCTA5 92677,135822.0,64259.0,47.2,47819.0,15588.0,7391.0,1132.0,24111.0,50.4
Whole Foods Market,longbeachlakewood,,3881 Lakewood Boulevard,Long Beach,CA,90808.0,+1-562-548-1840,Whole Foods,90808,ZCTA5 90808,131535.0,39698.0,43.3,28566.0,8426.0,3621.0,645.0,12692.0,44.4
Whole Foods Market,longbeach,,6400 East Marina Drive,Long Beach,CA,90803.0,+1 562-598-8687,Whole Foods,90803,ZCTA5 90803,107889.0,31659.0,46.6,26466.0,8907.0,4437.0,849.0,14193.0,53.6
Whole Foods Market,losaltos,,4800 El Camino Real,Los Altos,CA,94022.0,+1 650-559-0300,Whole Foods,94022,ZCTA5 94022,250001.0,20052.0,48.5,14568.0,5021.0,5117.0,1558.0,11696.0,80.3
Whole Foods Market,westwood,,1050 Gayley Avenue,Los Angeles,CA,90024.0,+1 310-824-0858,Whole Foods,90024,ZCTA5 90024,74852.0,50392.0,22.9,22359.0,8211.0,4187.0,1677.0,14075.0,63.0
Whole Foods Market,downtownlosangeles,,788 South Grand Avenue,Los Angeles,CA,90017.0,+1 213-873-4745,Whole Foods,90017,ZCTA5 90017,46626.0,28754.0,32.7,20327.0,4315.0,2050.0,331.0,6696.0,32.9
Whole Foods Market,westlosangeles,,11666 National Boulevard,Los Angeles,CA,90064.0,+1 310-996-8840,Whole Foods,90064,ZCTA5 90064,123929.0,25956.0,40.1,19824.0,7417.0,3534.0,986.0,11937.0,60.2
Whole Foods Market,brentwood,,11737 San Vicente Boulevard,Los Angeles,CA,90049.0,+1 310-826-4433,Whole Foods,90049,ZCTA5 90049,161605.0,35819.0,39.4,26944.0,10800.0,5050.0,1440.0,17290.0,64.2
Whole Foods Market,culvercity,,3377 La Cienega Boulevard,Los Angeles,CA,90016.0,+1 424-434-7960,Whole Foods,90016,ZCTA5 90016,63090.0,47309.0,35.0,33246.0,6723.0,2075.0,345.0,9143.0,27.5
Whole Foods Market,fairfax,,6350 West 3rd Street,Los Angeles,CA,90036.0,+1 323-964-6800,Whole Foods,90036,ZCTA5 90036,97583.0,37713.0,36.5,29484.0,13003.0,5010.0,477.0,18490.0,62.7
